Country,Country Name,Indicator Code,Indicator Name,Date,Year,Month,Calendar Date,Month-Year,Value
BGR,Bulgaria,M.PRD.B-D_F.CA.I21.BG,Construction production index,2021M06,2021,Jun,01.06.2021,Jun'21,101.1
BGR,Bulgaria,M.PRD.B-D_F.CA.I21.BG,Construction production index,2021M07,2021,Jul,01.07.2021,Jul'21,102.9
BGR,Bulgaria,M.PRD.B-D_F.CA.I21.BG,Construction production index,2021M08,2021,Aug,01.08.2021,Aug'21,98.1
BGR,Bulgaria,M.PRD.B-D_F.CA.I21.BG,Construction production index,2021M09,2021,Sep,01.09.2021,Sep'21,101.9
BGR,Bulgaria,M.PRD.B-D_F.CA.I21.BG,Construction production index,2021M10,2021,Oct,01.10.2021,Oct'21,107.8
BGR,Bulgaria,M.PRD.B-D_F.CA.I21.BG,Construction production index,2021M11,2021,Nov,01.11.2021,Nov'21,109.7
BGR,Bulgaria,M.PRD.B-D_F.CA.I21.BG,Construction production index,2021M12,2021,Dec,01.12.2021,Dec'21,105.6
BGR,Bulgaria,M.PRD.B-D_F.CA.I21.BG,Construction production index,2022M01,2022,Jan,01.01.2022,Jan'22,104.3
BGR,Bulgaria,M.PRD.B-D_F.CA.I21.BG,Construction production index,2022M02,2022,Feb,01.02.2022,Feb'22,103.0
BGR,Bulgaria,M.PRD.B-D_F.CA.I21.BG,Construction production index,2022M03,2022,Mar,01.03.2022,Mar'22,117.7
BGR,Bulgaria,M.PRD.B-D_F.CA.I21.BG,Construction production index,2022M04,2022,Apr,01.04.2022,Apr'22,109.2
BGR,Bulgaria,M.PRD.B-D_F.CA.I21.BG,Construction production index,2022M05,2022,May,01.05.2022,May'22,108.8
BGR,Bulgaria,M.PRD.B-D_F.CA.I21.BG,Construction production index,2022M06,2022,Jun,01.06.2022,Jun'22,115.0
BGR,Bulgaria,M.PRD.B-D_F.CA.I21.BG,Construction production index,2022M07,2022,Jul,01.07.2022,Jul'22,117.4
BGR,Bulgaria,M.PRD.B-D_F.CA.I21.BG,Construction production index,2022M08,2022,Aug,01.08.2022,Aug'22,110.2
BGR,Bulgaria,M.PRD.B-D_F.CA.I21.BG,Construction production index,2022M09,2022,Sep,01.09.2022,Sep'22,110.2
BGR,Bulgaria,M.PRD.B-D_F.CA.I21.BG,Construction production index,2022M10,2022,Oct,01.10.2022,Oct'22,112.4
BGR,Bulgaria,M.PRD.B-D_F.CA.I21.BG,Construction production index,2022M11,2022,Nov,01.11.2022,Nov'22,113.8
BGR,Bulgaria,M.PRD.B-D_F.CA.I21.BG,Construction production index,2022M12,2022,Dec,01.12.2022,Dec'22,108.0
BGR,Bulgaria,M.PRD.B-D_F.CA.I21.BG,Construction production index,2023M01,2023,Jan,01.01.2023,Jan'23,102.2
BGR,Bulgaria,M.PRD.B-D_F.CA.I21.BG,Construction production index,2023M02,2023,Feb,01.02.2023,Feb'23,100.6
BGR,Bulgaria,M.PRD.B-D_F.CA.I21.BG,Construction production index,2023M03,2023,Mar,01.03.2023,Mar'23,108.9
BGR,Bulgaria,M.PRD.B-D_F.CA.I21.BG,Construction production index,2023M04,2023,Apr,01.04.2023,Apr'23,98.7
BGR,Bulgaria,M.PRD.B-D_F.CA.I21.BG,Construction production index,2023M05,2023,May,01.05.2023,May'23,99.0
BGR,Bulgaria,M.PRD.B-D_F.CA.I21.BG,Construction production index,2023M06,2023,Jun,01.06.2023,Jun'23,105.8
BGR,Bulgaria,M.PRD.B-D_F.CA.I21.BG,Construction production index,2023M07,2023,Jul,01.07.2023,Jul'23,105.5
BGR,Bulgaria,M.PRD.B-D_F.CA.I21.BG,Construction production index,2023M08,2023,Aug,01.08.2023,Aug'23,101.3
BGR,Bulgaria,M.PRD.B-D_F.CA.I21.BG,Construction production index,2023M09,2023,Sep,01.09.2023,Sep'23,100.3
BGR,Bulgaria,M.PRD.B-D_F.CA.I21.BG,Construction production index,2023M10,2023,Oct,01.10.2023,Oct'23,106.9
BGR,Bulgaria,M.PRD.B-D_F.CA.I21.BG,Construction production index,2023M11,2023,Nov,01.11.2023,Nov'23,101.8
BGR,Bulgaria,M.PRD.B-D_F.CA.I21.BG,Construction production index,2023M12,2023,Dec,01.12.2023,Dec'23,102.6
BGR,Bulgaria,M.PRD.B-D_F.CA.I21.BG,Construction production index,2024M01,2024,Jan,01.01.2024,Jan'24,94.4
BGR,Bulgaria,M.PRD.B-D_F.CA.I21.BG,Construction production index,2024M02,2024,Feb,01.02.2024,Feb'24,94.1
BGR,Bulgaria,M.PRD.B-D_F.CA.I21.BG,Construction production index,2024M03,2024,Mar,01.03.2024,Mar'24,102.1
BGR,Bulgaria,M.PRD.B-D_F.CA.I21.BG,Construction production index,2024M04,2024,Apr,01.04.2024,Apr'24,98.8
BGR,Bulgaria,M.PRD.B-D_F.CA.I21.BG,Construction production index,2024M05,2024,May,01.05.2024,May'24,95.6
BGR,Bulgaria,M.PRD.B-D_F.CA.I21.BG,Construction production index,2024M06,2024,Jun,01.06.2024,Jun'24,102.0
BGR,Bulgaria,M.PRD.B-D_F.CA.I21.BG,Construction production index,2024M07,2024,Jul,01.07.2024,Jul'24,103.7
BGR,Bulgaria,M.PRD.B-D_F.CA.I21.BG,Construction production index,2024M08,2024,Aug,01.08.2024,Aug'24,99.8
BGR,Bulgaria,M.PRD.B-D_F.CA.I21.BG,Construction production index,2024M09,2024,Sep,01.09.2024,Sep'24,101.7
BGR,Bulgaria,M.PRD.B-D_F.CA.I21.BG,Construction production index,2024M10,2024,Oct,01.10.2024,Oct'24,106.8
BGR,Bulgaria,M.PRD.B-D_F.CA.I21.BG,Construction production index,2024M11,2024,Nov,01.11.2024,Nov'24,105.3
BGR,Bulgaria,M.PRD.B-D_F.CA.I21.BG,Construction production index,2024M12,2024,Dec,01.12.2024,Dec'24,100.1
BGR,Bulgaria,M.PRD.B-D_F.CA.I21.BG,Construction production index,2025M01,2025,Jan,01.01.2025,Jan'25,93.2
BGR,Bulgaria,M.PRD.B-D_F.CA.I21.BG,Construction production index,2025M02,2025,Feb,01.02.2025,Feb'25,92.6
BGR,Bulgaria,M.PRD.B-D_F.CA.I21.BG,Construction production index,2025M03,2025,Mar,01.03.2025,Mar'25,95.5
BGR,Bulgaria,M.PRD.B-D_F.CA.I21.BG,Construction production index,2025M04,2025,Apr,01.04.2025,Apr'25,92.1
BGR,Bulgaria,M.PRD.B-D_F.CA.I21.BG,Construction production index,2025M05,2025,May,01.05.2025,May'25,91.6
BGR,Bulgaria,M.PRD.B-D_F.CA.I21.BG,Construction production index,2025M06,2025,Jun,01.06.2025,Jun'25,96.3
BGR,Bulgaria,M.PRD.B-D_F.CA.I21.BG,Construction production index,2025M07,2025,Jul,01.07.2025,Jul'25,97.6
BGR,Bulgaria,M.PRD.B-D_F.CA.I21.BG,Construction production index,2025M08,2025,Aug,01.08.2025,Aug'25,93.6
BGR,Bulgaria,M.PRD.B-D_F.CA.I21.BG,Construction production index,2025M09,2025,Sep,01.09.2025,Sep'25,98.1
BGR,Bulgaria,M.PRD.B-D_F.CA.I21.BG,Construction production index,2025M10,2025,Oct,01.10.2025,Oct'25,100.9
BGR,Bulgaria,M.PRD.B-D_F.CA.I21.BG,Construction production index,2025M11,2025,Nov,01.11.2025,Nov'25,97.9
CZE,Czechia,M.PRD.B-D_F.CA.I21.CZ,Construction production index,2015M01,2015,Jan,01.01.2015,Jan'15,79.1
CZE,Czechia,M.PRD.B-D_F.CA.I21.CZ,Construction production index,2015M02,2015,Feb,01.02.2015,Feb'15,81.6
CZE,Czechia,M.PRD.B-D_F.CA.I21.CZ,Construction production index,2015M03,2015,Mar,01.03.2015,Mar'15,93.5
CZE,Czechia,M.PRD.B-D_F.CA.I21.CZ,Construction production index,2015M04,2015,Apr,01.04.2015,Apr'15,90.5
CZE,Czechia,M.PRD.B-D_F.CA.I21.CZ,Construction production index,2015M05,2015,May,01.05.2015,May'15,93.1
CZE,Czechia,M.PRD.B-D_F.CA.I21.CZ,Construction production index,2015M06,2015,Jun,01.06.2015,Jun'15,96.4
CZE,Czechia,M.PRD.B-D_F.CA.I21.CZ,Construction production index,2015M07,2015,Jul,01.07.2015,Jul'15,89.4
CZE,Czechia,M.PRD.B-D_F.CA.I21.CZ,Construction production index,2015M08,2015,Aug,01.08.2015,Aug'15,87.2
CZE,Czechia,M.PRD.B-D_F.CA.I21.CZ,Construction production index,2015M09,2015,Sep,01.09.2015,Sep'15,97.0
CZE,Czechia,M.PRD.B-D_F.CA.I21.CZ,Construction production index,2015M10,2015,Oct,01.10.2015,Oct'15,101.6
CZE,Czechia,M.PRD.B-D_F.CA.I21.CZ,Construction production index,2015M11,2015,Nov,01.11.2015,Nov'15,101.1
CZE,Czechia,M.PRD.B-D_F.CA.I21.CZ,Construction production index,2015M12,2015,Dec,01.12.2015,Dec'15,85.3
CZE,Czechia,M.PRD.B-D_F.CA.I21.CZ,Construction production index,2016M01,2016,Jan,01.01.2016,Jan'16,81.4
CZE,Czechia,M.PRD.B-D_F.CA.I21.CZ,Construction production index,2016M02,2016,Feb,01.02.2016,Feb'16,84.8
CZE,Czechia,M.PRD.B-D_F.CA.I21.CZ,Construction production index,2016M03,2016,Mar,01.03.2016,Mar'16,94.9
CZE,Czechia,M.PRD.B-D_F.CA.I21.CZ,Construction production index,2016M04,2016,Apr,01.04.2016,Apr'16,90.0
CZE,Czechia,M.PRD.B-D_F.CA.I21.CZ,Construction production index,2016M05,2016,May,01.05.2016,May'16,91.5
CZE,Czechia,M.PRD.B-D_F.CA.I21.CZ,Construction production index,2016M06,2016,Jun,01.06.2016,Jun'16,97.5
CZE,Czechia,M.PRD.B-D_F.CA.I21.CZ,Construction production index,2016M07,2016,Jul,01.07.2016,Jul'16,84.7
CZE,Czechia,M.PRD.B-D_F.CA.I21.CZ,Construction production index,2016M08,2016,Aug,01.08.2016,Aug'16,90.2
CZE,Czechia,M.PRD.B-D_F.CA.I21.CZ,Construction production index,2016M09,2016,Sep,01.09.2016,Sep'16,97.9
CZE,Czechia,M.PRD.B-D_F.CA.I21.CZ,Construction production index,2016M10,2016,Oct,01.10.2016,Oct'16,102.3
CZE,Czechia,M.PRD.B-D_F.CA.I21.CZ,Construction production index,2016M11,2016,Nov,01.11.2016,Nov'16,103.9
CZE,Czechia,M.PRD.B-D_F.CA.I21.CZ,Construction production index,2016M12,2016,Dec,01.12.2016,Dec'16,88.1
CZE,Czechia,M.PRD.B-D_F.CA.I21.CZ,Construction production index,2017M01,2017,Jan,01.01.2017,Jan'17,84.9
CZE,Czechia,M.PRD.B-D_F.CA.I21.CZ,Construction production index,2017M02,2017,Feb,01.02.2017,Feb'17,87.2
CZE,Czechia,M.PRD.B-D_F.CA.I21.CZ,Construction production index,2017M03,2017,Mar,01.03.2017,Mar'17,99.1
CZE,Czechia,M.PRD.B-D_F.CA.I21.CZ,Construction production index,2017M04,2017,Apr,01.04.2017,Apr'17,97.2
CZE,Czechia,M.PRD.B-D_F.CA.I21.CZ,Construction production index,2017M05,2017,May,01.05.2017,May'17,102.2
CZE,Czechia,M.PRD.B-D_F.CA.I21.CZ,Construction production index,2017M06,2017,Jun,01.06.2017,Jun'17,102.3
CZE,Czechia,M.PRD.B-D_F.CA.I21.CZ,Construction production index,2017M07,2017,Jul,01.07.2017,Jul'17,88.2
CZE,Czechia,M.PRD.B-D_F.CA.I21.CZ,Construction production index,2017M08,2017,Aug,01.08.2017,Aug'17,95.4
CZE,Czechia,M.PRD.B-D_F.CA.I21.CZ,Construction production index,2017M09,2017,Sep,01.09.2017,Sep'17,104.6
CZE,Czechia,M.PRD.B-D_F.CA.I21.CZ,Construction production index,2017M10,2017,Oct,01.10.2017,Oct'17,106.6
CZE,Czechia,M.PRD.B-D_F.CA.I21.CZ,Construction production index,2017M11,2017,Nov,01.11.2017,Nov'17,111.5
CZE,Czechia,M.PRD.B-D_F.CA.I21.CZ,Construction production index,2017M12,2017,Dec,01.12.2017,Dec'17,95.2
CZE,Czechia,M.PRD.B-D_F.CA.I21.CZ,Construction production index,2018M01,2018,Jan,01.01.2018,Jan'18,91.6
CZE,Czechia,M.PRD.B-D_F.CA.I21.CZ,Construction production index,2018M02,2018,Feb,01.02.2018,Feb'18,90.5
CZE,Czechia,M.PRD.B-D_F.CA.I21.CZ,Construction production index,2018M03,2018,Mar,01.03.2018,Mar'18,103.5
CZE,Czechia,M.PRD.B-D_F.CA.I21.CZ,Construction production index,2018M04,2018,Apr,01.04.2018,Apr'18,97.4
CZE,Czechia,M.PRD.B-D_F.CA.I21.CZ,Construction production index,2018M05,2018,May,01.05.2018,May'18,104.4
CZE,Czechia,M.PRD.B-D_F.CA.I21.CZ,Construction production index,2018M06,2018,Jun,01.06.2018,Jun'18,109.2
CZE,Czechia,M.PRD.B-D_F.CA.I21.CZ,Construction production index,2018M07,2018,Jul,01.07.2018,Jul'18,95.2
CZE,Czechia,M.PRD.B-D_F.CA.I21.CZ,Construction production index,2018M08,2018,Aug,01.08.2018,Aug'18,98.9
CZE,Czechia,M.PRD.B-D_F.CA.I21.CZ,Construction production index,2018M09,2018,Sep,01.09.2018,Sep'18,109.3
CZE,Czechia,M.PRD.B-D_F.CA.I21.CZ,Construction production index,2018M10,2018,Oct,01.10.2018,Oct'18,110.6
CZE,Czechia,M.PRD.B-D_F.CA.I21.CZ,Construction production index,2018M11,2018,Nov,01.11.2018,Nov'18,112.5
CZE,Czechia,M.PRD.B-D_F.CA.I21.CZ,Construction production index,2018M12,2018,Dec,01.12.2018,Dec'18,96.6
CZE,Czechia,M.PRD.B-D_F.CA.I21.CZ,Construction production index,2019M01,2019,Jan,01.01.2019,Jan'19,90.3
CZE,Czechia,M.PRD.B-D_F.CA.I21.CZ,Construction production index,2019M02,2019,Feb,01.02.2019,Feb'19,92.4
CZE,Czechia,M.PRD.B-D_F.CA.I21.CZ,Construction production index,2019M03,2019,Mar,01.03.2019,Mar'19,105.5
CZE,Czechia,M.PRD.B-D_F.CA.I21.CZ,Construction production index,2019M04,2019,Apr,01.04.2019,Apr'19,101.6
CZE,Czechia,M.PRD.B-D_F.CA.I21.CZ,Construction production index,2019M05,2019,May,01.05.2019,May'19,107.0
CZE,Czechia,M.PRD.B-D_F.CA.I21.CZ,Construction production index,2019M06,2019,Jun,01.06.2019,Jun'19,106.6
CZE,Czechia,M.PRD.B-D_F.CA.I21.CZ,Construction production index,2019M07,2019,Jul,01.07.2019,Jul'19,94.9
CZE,Czechia,M.PRD.B-D_F.CA.I21.CZ,Construction production index,2019M08,2019,Aug,01.08.2019,Aug'19,97.1
CZE,Czechia,M.PRD.B-D_F.CA.I21.CZ,Construction production index,2019M09,2019,Sep,01.09.2019,Sep'19,107.2
CZE,Czechia,M.PRD.B-D_F.CA.I21.CZ,Construction production index,2019M10,2019,Oct,01.10.2019,Oct'19,110.4
CZE,Czechia,M.PRD.B-D_F.CA.I21.CZ,Construction production index,2019M11,2019,Nov,01.11.2019,Nov'19,111.4
CZE,Czechia,M.PRD.B-D_F.CA.I21.CZ,Construction production index,2019M12,2019,Dec,01.12.2019,Dec'19,94.5
CZE,Czechia,M.PRD.B-D_F.CA.I21.CZ,Construction production index,2020M01,2020,Jan,01.01.2020,Jan'20,90.1
CZE,Czechia,M.PRD.B-D_F.CA.I21.CZ,Construction production index,2020M02,2020,Feb,01.02.2020,Feb'20,92.9
CZE,Czechia,M.PRD.B-D_F.CA.I21.CZ,Construction production index,2020M03,2020,Mar,01.03.2020,Mar'20,94.7
CZE,Czechia,M.PRD.B-D_F.CA.I21.CZ,Construction production index,2020M04,2020,Apr,01.04.2020,Apr'20,73.1
CZE,Czechia,M.PRD.B-D_F.CA.I21.CZ,Construction production index,2020M05,2020,May,01.05.2020,May'20,85.0
CZE,Czechia,M.PRD.B-D_F.CA.I21.CZ,Construction production index,2020M06,2020,Jun,01.06.2020,Jun'20,95.3
CZE,Czechia,M.PRD.B-D_F.CA.I21.CZ,Construction production index,2020M07,2020,Jul,01.07.2020,Jul'20,89.5
CZE,Czechia,M.PRD.B-D_F.CA.I21.CZ,Construction production index,2020M08,2020,Aug,01.08.2020,Aug'20,92.4
CZE,Czechia,M.PRD.B-D_F.CA.I21.CZ,Construction production index,2020M09,2020,Sep,01.09.2020,Sep'20,104.2
CZE,Czechia,M.PRD.B-D_F.CA.I21.CZ,Construction production index,2020M10,2020,Oct,01.10.2020,Oct'20,109.8
CZE,Czechia,M.PRD.B-D_F.CA.I21.CZ,Construction production index,2020M11,2020,Nov,01.11.2020,Nov'20,112.4
CZE,Czechia,M.PRD.B-D_F.CA.I21.CZ,Construction production index,2020M12,2020,Dec,01.12.2020,Dec'20,94.0
CZE,Czechia,M.PRD.B-D_F.CA.I21.CZ,Construction production index,2021M01,2021,Jan,01.01.2021,Jan'21,90.8
CZE,Czechia,M.PRD.B-D_F.CA.I21.CZ,Construction production index,2021M02,2021,Feb,01.02.2021,Feb'21,90.4
CZE,Czechia,M.PRD.B-D_F.CA.I21.CZ,Construction production index,2021M03,2021,Mar,01.03.2021,Mar'21,105.2
CZE,Czechia,M.PRD.B-D_F.CA.I21.CZ,Construction production index,2021M04,2021,Apr,01.04.2021,Apr'21,102.2
CZE,Czechia,M.PRD.B-D_F.CA.I21.CZ,Construction production index,2021M05,2021,May,01.05.2021,May'21,102.1
CZE,Czechia,M.PRD.B-D_F.CA.I21.CZ,Construction production index,2021M06,2021,Jun,01.06.2021,Jun'21,106.0
CZE,Czechia,M.PRD.B-D_F.CA.I21.CZ,Construction production index,2021M07,2021,Jul,01.07.2021,Jul'21,94.8
CZE,Czechia,M.PRD.B-D_F.CA.I21.CZ,Construction production index,2021M08,2021,Aug,01.08.2021,Aug'21,92.3
CZE,Czechia,M.PRD.B-D_F.CA.I21.CZ,Construction production index,2021M09,2021,Sep,01.09.2021,Sep'21,101.9
CZE,Czechia,M.PRD.B-D_F.CA.I21.CZ,Construction production index,2021M10,2021,Oct,01.10.2021,Oct'21,106.2
CZE,Czechia,M.PRD.B-D_F.CA.I21.CZ,Construction production index,2021M11,2021,Nov,01.11.2021,Nov'21,114.3
CZE,Czechia,M.PRD.B-D_F.CA.I21.CZ,Construction production index,2021M12,2021,Dec,01.12.2021,Dec'21,93.9
CZE,Czechia,M.PRD.B-D_F.CA.I21.CZ,Construction production index,2022M01,2022,Jan,01.01.2022,Jan'22,92.5
CZE,Czechia,M.PRD.B-D_F.CA.I21.CZ,Construction production index,2022M02,2022,Feb,01.02.2022,Feb'22,92.0
CZE,Czechia,M.PRD.B-D_F.CA.I21.CZ,Construction production index,2022M03,2022,Mar,01.03.2022,Mar'22,106.8
CZE,Czechia,M.PRD.B-D_F.CA.I21.CZ,Construction production index,2022M04,2022,Apr,01.04.2022,Apr'22,100.3
CZE,Czechia,M.PRD.B-D_F.CA.I21.CZ,Construction production index,2022M05,2022,May,01.05.2022,May'22,104.5
CZE,Czechia,M.PRD.B-D_F.CA.I21.CZ,Construction production index,2022M06,2022,Jun,01.06.2022,Jun'22,109.4
CZE,Czechia,M.PRD.B-D_F.CA.I21.CZ,Construction production index,2022M07,2022,Jul,01.07.2022,Jul'22,95.2
CZE,Czechia,M.PRD.B-D_F.CA.I21.CZ,Construction production index,2022M08,2022,Aug,01.08.2022,Aug'22,97.4
CZE,Czechia,M.PRD.B-D_F.CA.I21.CZ,Construction production index,2022M09,2022,Sep,01.09.2022,Sep'22,108.3
CZE,Czechia,M.PRD.B-D_F.CA.I21.CZ,Construction production index,2022M10,2022,Oct,01.10.2022,Oct'22,109.0
CZE,Czechia,M.PRD.B-D_F.CA.I21.CZ,Construction production index,2022M11,2022,Nov,01.11.2022,Nov'22,114.5
CZE,Czechia,M.PRD.B-D_F.CA.I21.CZ,Construction production index,2022M12,2022,Dec,01.12.2022,Dec'22,97.1
CZE,Czechia,M.PRD.B-D_F.CA.I21.CZ,Construction production index,2023M01,2023,Jan,01.01.2023,Jan'23,90.9
CZE,Czechia,M.PRD.B-D_F.CA.I21.CZ,Construction production index,2023M02,2023,Feb,01.02.2023,Feb'23,93.0
CZE,Czechia,M.PRD.B-D_F.CA.I21.CZ,Construction production index,2023M03,2023,Mar,01.03.2023,Mar'23,108.3
CZE,Czechia,M.PRD.B-D_F.CA.I21.CZ,Construction production index,2023M04,2023,Apr,01.04.2023,Apr'23,99.8
CZE,Czechia,M.PRD.B-D_F.CA.I21.CZ,Construction production index,2023M05,2023,May,01.05.2023,May'23,103.7
CZE,Czechia,M.PRD.B-D_F.CA.I21.CZ,Construction production index,2023M06,2023,Jun,01.06.2023,Jun'23,109.2
CZE,Czechia,M.PRD.B-D_F.CA.I21.CZ,Construction production index,2023M07,2023,Jul,01.07.2023,Jul'23,92.6
CZE,Czechia,M.PRD.B-D_F.CA.I21.CZ,Construction production index,2023M08,2023,Aug,01.08.2023,Aug'23,95.3
CZE,Czechia,M.PRD.B-D_F.CA.I21.CZ,Construction production index,2023M09,2023,Sep,01.09.2023,Sep'23,104.1
CZE,Czechia,M.PRD.B-D_F.CA.I21.CZ,Construction production index,2023M10,2023,Oct,01.10.2023,Oct'23,110.0
CZE,Czechia,M.PRD.B-D_F.CA.I21.CZ,Construction production index,2023M11,2023,Nov,01.11.2023,Nov'23,110.8
CZE,Czechia,M.PRD.B-D_F.CA.I21.CZ,Construction production index,2023M12,2023,Dec,01.12.2023,Dec'23,96.3
CZE,Czechia,M.PRD.B-D_F.CA.I21.CZ,Construction production index,2024M01,2024,Jan,01.01.2024,Jan'24,90.5
CZE,Czechia,M.PRD.B-D_F.CA.I21.CZ,Construction production index,2024M02,2024,Feb,01.02.2024,Feb'24,92.4
CZE,Czechia,M.PRD.B-D_F.CA.I21.CZ,Construction production index,2024M03,2024,Mar,01.03.2024,Mar'24,105.2
CZE,Czechia,M.PRD.B-D_F.CA.I21.CZ,Construction production index,2024M04,2024,Apr,01.04.2024,Apr'24,100.3
CZE,Czechia,M.PRD.B-D_F.CA.I21.CZ,Construction production index,2024M05,2024,May,01.05.2024,May'24,100.6
CZE,Czechia,M.PRD.B-D_F.CA.I21.CZ,Construction production index,2024M06,2024,Jun,01.06.2024,Jun'24,105.5
CZE,Czechia,M.PRD.B-D_F.CA.I21.CZ,Construction production index,2024M07,2024,Jul,01.07.2024,Jul'24,91.7
CZE,Czechia,M.PRD.B-D_F.CA.I21.CZ,Construction production index,2024M08,2024,Aug,01.08.2024,Aug'24,96.8
CZE,Czechia,M.PRD.B-D_F.CA.I21.CZ,Construction production index,2024M09,2024,Sep,01.09.2024,Sep'24,104.6
CZE,Czechia,M.PRD.B-D_F.CA.I21.CZ,Construction production index,2024M10,2024,Oct,01.10.2024,Oct'24,108.1
CZE,Czechia,M.PRD.B-D_F.CA.I21.CZ,Construction production index,2024M11,2024,Nov,01.11.2024,Nov'24,109.1
CZE,Czechia,M.PRD.B-D_F.CA.I21.CZ,Construction production index,2024M12,2024,Dec,01.12.2024,Dec'24,95.6
CZE,Czechia,M.PRD.B-D_F.CA.I21.CZ,Construction production index,2025M01,2025,Jan,01.01.2025,Jan'25,90.3
CZE,Czechia,M.PRD.B-D_F.CA.I21.CZ,Construction production index,2025M02,2025,Feb,01.02.2025,Feb'25,93.7
CZE,Czechia,M.PRD.B-D_F.CA.I21.CZ,Construction production index,2025M03,2025,Mar,01.03.2025,Mar'25,108.2
CZE,Czechia,M.PRD.B-D_F.CA.I21.CZ,Construction production index,2025M04,2025,Apr,01.04.2025,Apr'25,102.1
CZE,Czechia,M.PRD.B-D_F.CA.I21.CZ,Construction production index,2025M05,2025,May,01.05.2025,May'25,104.5
CZE,Czechia,M.PRD.B-D_F.CA.I21.CZ,Construction production index,2025M06,2025,Jun,01.06.2025,Jun'25,108.1
CZE,Czechia,M.PRD.B-D_F.CA.I21.CZ,Construction production index,2025M07,2025,Jul,01.07.2025,Jul'25,94.6
CZE,Czechia,M.PRD.B-D_F.CA.I21.CZ,Construction production index,2025M08,2025,Aug,01.08.2025,Aug'25,98.1
CZE,Czechia,M.PRD.B-D_F.CA.I21.CZ,Construction production index,2025M09,2025,Sep,01.09.2025,Sep'25,107.4
CZE,Czechia,M.PRD.B-D_F.CA.I21.CZ,Construction production index,2025M10,2025,Oct,01.10.2025,Oct'25,110.4
CZE,Czechia,M.PRD.B-D_F.CA.I21.CZ,Construction production index,2025M11,2025,Nov,01.11.2025,Nov'25,115.4
DEU,Germany,M.PRD.B-D_F.CA.I21.DE,Construction production index,2015M01,2015,Jan,01.01.2015,Jan'15,88.5
DEU,Germany,M.PRD.B-D_F.CA.I21.DE,Construction production index,2015M02,2015,Feb,01.02.2015,Feb'15,93.6
DEU,Germany,M.PRD.B-D_F.CA.I21.DE,Construction production index,2015M03,2015,Mar,01.03.2015,Mar'15,106.9
DEU,Germany,M.PRD.B-D_F.CA.I21.DE,Construction production index,2015M04,2015,Apr,01.04.2015,Apr'15,99.7
DEU,Germany,M.PRD.B-D_F.CA.I21.DE,Construction production index,2015M05,2015,May,01.05.2015,May'15,99.6
DEU,Germany,M.PRD.B-D_F.CA.I21.DE,Construction production index,2015M06,2015,Jun,01.06.2015,Jun'15,103.4
DEU,Germany,M.PRD.B-D_F.CA.I21.DE,Construction production index,2015M07,2015,Jul,01.07.2015,Jul'15,104.2
DEU,Germany,M.PRD.B-D_F.CA.I21.DE,Construction production index,2015M08,2015,Aug,01.08.2015,Aug'15,95.1
DEU,Germany,M.PRD.B-D_F.CA.I21.DE,Construction production index,2015M09,2015,Sep,01.09.2015,Sep'15,105.5
DEU,Germany,M.PRD.B-D_F.CA.I21.DE,Construction production index,2015M10,2015,Oct,01.10.2015,Oct'15,105.9
DEU,Germany,M.PRD.B-D_F.CA.I21.DE,Construction production index,2015M11,2015,Nov,01.11.2015,Nov'15,107.3
DEU,Germany,M.PRD.B-D_F.CA.I21.DE,Construction production index,2015M12,2015,Dec,01.12.2015,Dec'15,98.1
DEU,Germany,M.PRD.B-D_F.CA.I21.DE,Construction production index,2016M01,2016,Jan,01.01.2016,Jan'16,91.0
DEU,Germany,M.PRD.B-D_F.CA.I21.DE,Construction production index,2016M02,2016,Feb,01.02.2016,Feb'16,96.3
DEU,Germany,M.PRD.B-D_F.CA.I21.DE,Construction production index,2016M03,2016,Mar,01.03.2016,Mar'16,108.4
DEU,Germany,M.PRD.B-D_F.CA.I21.DE,Construction production index,2016M04,2016,Apr,01.04.2016,Apr'16,100.8
DEU,Germany,M.PRD.B-D_F.CA.I21.DE,Construction production index,2016M05,2016,May,01.05.2016,May'16,99.1
DEU,Germany,M.PRD.B-D_F.CA.I21.DE,Construction production index,2016M06,2016,Jun,01.06.2016,Jun'16,104.8
DEU,Germany,M.PRD.B-D_F.CA.I21.DE,Construction production index,2016M07,2016,Jul,01.07.2016,Jul'16,103.3
DEU,Germany,M.PRD.B-D_F.CA.I21.DE,Construction production index,2016M08,2016,Aug,01.08.2016,Aug'16,97.4
DEU,Germany,M.PRD.B-D_F.CA.I21.DE,Construction production index,2016M09,2016,Sep,01.09.2016,Sep'16,107.9
DEU,Germany,M.PRD.B-D_F.CA.I21.DE,Construction production index,2016M10,2016,Oct,01.10.2016,Oct'16,107.8
DEU,Germany,M.PRD.B-D_F.CA.I21.DE,Construction production index,2016M11,2016,Nov,01.11.2016,Nov'16,110.4
DEU,Germany,M.PRD.B-D_F.CA.I21.DE,Construction production index,2016M12,2016,Dec,01.12.2016,Dec'16,98.5
DEU,Germany,M.PRD.B-D_F.CA.I21.DE,Construction production index,2017M01,2017,Jan,01.01.2017,Jan'17,90.5
DEU,Germany,M.PRD.B-D_F.CA.I21.DE,Construction production index,2017M02,2017,Feb,01.02.2017,Feb'17,97.2
DEU,Germany,M.PRD.B-D_F.CA.I21.DE,Construction production index,2017M03,2017,Mar,01.03.2017,Mar'17,109.9
